Numero,Nome,Idade,Nascimento,Clube,Posição,Valor,Face,Logo,Competição
#2,Kenny Tete,30,09/10/1995,Fulham FC,Right-Back,€8.00m,https://img.a.transfermarkt.technology/portrait/header/206746-1746645948.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#21,Timothy Castagne,30,05/12/1995,Fulham FC,Right-Back,€8.00m,https://img.a.transfermarkt.technology/portrait/header/262226-1762354618.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#16,Sander Berge,28,14/02/1998,Fulham FC,Defensive Midfield,€25.00m,https://img.a.transfermarkt.technology/portrait/header/333014-1780049344.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#20,Saša Lukić,29,13/08/1996,Fulham FC,Central Midfield,€10.00m,https://img.a.transfermarkt.technology/portrait/header/245056-1746645290.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#6,Harrison Reed,31,27/01/1995,Fulham FC,Central Midfield,€2.00m,https://img.a.transfermarkt.technology/portrait/header/226973-1762354305.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#10,Tom Cairney,35,20/01/1991,Fulham FC,Central Midfield,€500k,https://img.a.transfermarkt.technology/portrait/header/123275-1651652849.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#24,Josh King,19,03/01/2007,Fulham FC,Attacking Midfield,€25.00m,https://img.a.transfermarkt.technology/portrait/header/1011131-1752773470.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#32,Emile Smith Rowe,25,28/07/2000,Fulham FC,Attacking Midfield,€20.00m,https://img.a.transfermarkt.technology/portrait/header/392765-1684164628.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
,Luke Harris,21,04/03/2005,Fulham FC,Attacking Midfield,€900k,https://img.a.transfermarkt.technology/portrait/header/817612-1657802332.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#22,Kevin,23,04/01/2003,Fulham FC,Left Winger,€25.00m,https://img.a.transfermarkt.technology/portrait/header/900195-1762354062.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#17,Alex Iwobi,30,03/05/1996,Fulham FC,Left Winger,€20.00m,https://img.a.transfermarkt.technology/portrait/header/242631-1679652866.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#14,Oscar Bobb,22,12/07/2003,Fulham FC,Right Winger,€28.00m,https://img.a.transfermarkt.technology/portrait/header/661207-1770716679.png?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#9,Rodrigo Muniz,25,04/05/2001,Fulham FC,Centre-Forward,€20.00m,https://img.a.transfermarkt.technology/portrait/header/735571-1657802369.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#18,Jonah Kusi-Asare,19,04/07/2007,Fulham FC,Centre-Forward,€3.00m,https://img.a.transfermarkt.technology/portrait/header/1069512-1739808814.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#28,Christian Walton,30,09/11/1995,Ipswich Town,Goalkeeper,€2.50m,https://img.a.transfermarkt.technology/portrait/header/208379-1720189930.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#1,Alex Palmer,29,10/08/1996,Ipswich Town,Goalkeeper,€1.00m,https://img.a.transfermarkt.technology/portrait/header/245625-1782247410.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#13,Cieran Slicker,23,15/09/2002,Ipswich Town,Goalkeeper,€350k,https://img.a.transfermarkt.technology/portrait/header/621997-1655972071.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#27,David Button,37,27/02/1989,Ipswich Town,Goalkeeper,€50k,https://img.a.transfermarkt.technology/portrait/header/61814-1747404141.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#26,Dara O'Shea,27,04/03/1999,Ipswich Town,Centre-Back,€16.00m,https://img.a.transfermarkt.technology/portrait/header/401320-1782247529.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#24,Jacob Greaves,25,12/09/2000,Ipswich Town,Centre-Back,€14.00m,https://img.a.transfermarkt.technology/portrait/header/693095-1727786112.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#4,Cédric Kipré,29,09/12/1996,Ipswich Town,Centre-Back,€2.00m,https://img.a.transfermarkt.technology/portrait/header/364827-1723832143.png?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#25,Elkan Baggott,23,23/10/2002,Ipswich Town,Centre-Back,€200k,https://img.a.transfermarkt.technology/portrait/header/758030-1668433994.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#3,Leif Davis,26,31/12/1999,Ipswich Town,Left-Back,€20.00m,https://img.a.transfermarkt.technology/portrait/header/596446-1738823882.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#18,Ben Johnson,26,24/01/2000,Ipswich Town,Right-Back,€6.00m,https://img.a.transfermarkt.technology/portrait/header/468002-1694618190.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#2,Harry Clarke,25,02/03/2001,Ipswich Town,Right-Back,€2.50m,https://img.a.transfermarkt.technology/portrait/header/528892-1782246434.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#19,Darnell Furlong,30,31/10/1995,Ipswich Town,Right-Back,€2.50m,https://img.a.transfermarkt.technology/portrait/header/351755-1723554942.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#5,Azor Matusiwa,28,28/04/1998,Ipswich Town,Defensive Midfield,€12.00m,https://img.a.transfermarkt.technology/portrait/header/315145-1639675049.png?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#32,Marcelino Núñez,26,01/03/2000,Ipswich Town,Central Midfield,€14.00m,https://img.a.transfermarkt.technology/portrait/header/715558-1718987243.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#14,Jack Taylor,28,23/06/1998,Ipswich Town,Central Midfield,€3.00m,https://img.a.transfermarkt.technology/portrait/header/458178-1706522764.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#30,Cameron Humphreys,22,30/10/2003,Ipswich Town,Central Midfield,€600k,https://img.a.transfermarkt.technology/portrait/header/871335-1706522887.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#20,Kasey McAteer,24,22/11/2001,Ipswich Town,Right Midfield,€10.00m,https://img.a.transfermarkt.technology/portrait/header/621193-1731659829.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#7,Wes Burns,31,23/11/1994,Ipswich Town,Right Midfield,€1.50m,https://img.a.transfermarkt.technology/portrait/header/255731-1664179868.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#33,Anis Mehmeti,25,09/01/2001,Ipswich Town,Attacking Midfield,€15.00m,https://img.a.transfermarkt.technology/portrait/header/530813-1680273487.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#23,Sammie Szmodics,30,24/09/1995,Ipswich Town,Attacking Midfield,€3.50m,https://img.a.transfermarkt.technology/portrait/header/292139-1708002780.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#11,Jaden Philogene,24,08/02/2002,Ipswich Town,Left Winger,€20.00m,https://img.a.transfermarkt.technology/portrait/header/665390-1737014900.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#47,Jack Clarke,25,23/11/2000,Ipswich Town,Left Winger,€20.00m,https://img.a.transfermarkt.technology/portrait/header/559794-1708003059.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#8,Sindre Walle Egeli,20,21/06/2006,Ipswich Town,Right Winger,€15.00m,https://img.a.transfermarkt.technology/portrait/header/923504-1733310795.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#21,Chiedozie Ogbene,29,01/05/1997,Ipswich Town,Right Winger,€4.00m,https://img.a.transfermarkt.technology/portrait/header/392591-1700737518.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#9,George Hirst,27,15/02/1999,Ipswich Town,Centre-Forward,€10.00m,https://img.a.transfermarkt.technology/portrait/header/420808-1738823357.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
,Emersonn,21,16/07/2004,Ipswich Town,Centre-Forward,€8.00m,https://img.a.transfermarkt.technology/portrait/header/743599-1744294419.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#29,Chuba Akpom,30,09/10/1995,Ipswich Town,Centre-Forward,€3.50m,https://img.a.transfermarkt.technology/portrait/header/197642-1678463529.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#16,Ali Al-Hamadi,24,01/03/2002,Ipswich Town,Centre-Forward,€1.50m,https://img.a.transfermarkt.technology/portrait/header/610581-1705017216.png?lm=1,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,Premier League
#1,Oliver Dovin,23,11/07/2002,Coventry City,Goalkeeper,€2.00m,https://img.a.transfermarkt.technology/portrait/header/527329-1637671679.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#13,Ben Wilson,33,09/08/1992,Coventry City,Goalkeeper,€300k,https://img.a.transfermarkt.technology/portrait/header/121352-1663853572.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#4,Bobby Thomas,25,30/01/2001,Coventry City,Centre-Back,€16.00m,https://img.a.transfermarkt.technology/portrait/header/788283-1709161995.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#15,Liam Kitching,26,25/09/1999,Coventry City,Centre-Back,€14.00m,https://img.a.transfermarkt.technology/portrait/header/534701-1709161897.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#22,Joel Latibeaudiere,26,06/01/2000,Coventry City,Centre-Back,€3.00m,https://img.a.transfermarkt.technology/portrait/header/412823-1694712983.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#26,Luke Woolfenden,27,21/10/1998,Coventry City,Centre-Back,€2.00m,https://img.a.transfermarkt.technology/portrait/header/527425-1664180037.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#3,Jay Dasilva,28,22/04/1998,Coventry City,Left-Back,€9.00m,https://img.a.transfermarkt.technology/portrait/header/258915-1740580680.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#33,Miguel Ángel Brau,24,27/12/2001,Coventry City,Left-Back,€1.00m,https://img.a.transfermarkt.technology/portrait/header/713649-1733831034.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#21,Jake Bidwell,33,21/03/1993,Coventry City,Left-Back,€600k,https://img.a.transfermarkt.technology/portrait/header/121250-1663853596.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#27,Milan van Ewijk,25,08/09/2000,Coventry City,Right-Back,€22.00m,https://img.a.transfermarkt.technology/portrait/header/587335-1723021003.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#20,Kaine Kesler-Hayden,23,23/10/2002,Coventry City,Right-Back,€3.00m,https://img.a.transfermarkt.technology/portrait/header/626888-1633425896.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#6,Matt Grimes,30,15/07/1995,Coventry City,Defensive Midfield,€5.00m,https://img.a.transfermarkt.technology/portrait/header/265471-1724942342.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#29,Victor Torp,26,30/07/1999,Coventry City,Central Midfield,€14.00m,https://img.a.transfermarkt.technology/portrait/header/403692-1782246244.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#28,Josh Eccles,26,06/04/2000,Coventry City,Central Midfield,€9.00m,https://img.a.transfermarkt.technology/portrait/header/618903-1684494966.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#16,Frank Onyeka,28,01/01/1998,Coventry City,Central Midfield,€8.00m,https://img.a.transfermarkt.technology/portrait/header/421637-1726605377.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
,Kai Andrews,19,06/08/2006,Coventry City,Central Midfield,€500k,https://img.a.transfermarkt.technology/portrait/header/965924-1709162331.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#10,Ephron Mason-Clark,26,25/08/1999,Coventry City,Left Midfield,€16.00m,https://img.a.transfermarkt.technology/portrait/header/466637-1705419779.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#5,Jack Rudoni,25,14/06/2001,Coventry City,Attacking Midfield,€20.00m,https://img.a.transfermarkt.technology/portrait/header/662476-1782245903.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
,Raphael Borges Rodrigues,22,11/09/2003,Coventry City,Left Winger,€450k,https://img.a.transfermarkt.technology/portrait/header/704398-1722950332.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#7,Tatsuhiro Sakamoto,29,22/10/1996,Coventry City,Right Winger,€4.50m,https://img.a.transfermarkt.technology/portrait/header/617408-1709162238.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#24,Jahnoah Markelo,23,04/01/2003,Coventry City,Right Winger,€3.50m,https://img.a.transfermarkt.technology/portrait/header/677382-1754376775.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#11,Haji Wright,28,27/03/1998,Coventry City,Centre-Forward,€16.00m,https://img.a.transfermarkt.technology/portrait/header/315291-1709161726.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#23,Brandon Thomas-Asante,27,29/12/1998,Coventry City,Centre-Forward,€16.00m,https://img.a.transfermarkt.technology/portrait/header/451747-1780387464.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#9,Ellis Simms,25,05/01/2001,Coventry City,Centre-Forward,€12.00m,https://img.a.transfermarkt.technology/portrait/header/511550-1741273537.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
,Norman Bassette,21,09/11/2004,Coventry City,Centre-Forward,€1.50m,https://img.a.transfermarkt.technology/portrait/header/802997-1726294081.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,Premier League
#1,Jack Butland,33,10/03/1993,Hull City,Goalkeeper,€1.50m,https://img.a.transfermarkt.technology/portrait/header/128899-1672916012.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#32,Thimothée Lo-Tutala,23,13/02/2003,Hull City,Goalkeeper,€400k,https://img.a.transfermarkt.technology/portrait/header/655877-1659716837.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#12,Dillon Phillips,31,11/06/1995,Hull City,Goalkeeper,€200k,https://img.a.transfermarkt.technology/portrait/header/308431-1748118184.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#34,Harvey Cartwright,24,09/05/2002,Hull City,Goalkeeper,€150k,https://img.a.transfermarkt.technology/portrait/header/712592-1728397315.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#4,Charlie Hughes,22,16/10/2003,Hull City,Centre-Back,€10.00m,https://img.a.transfermarkt.technology/portrait/header/746357-1727161230.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#37,Paddy McNair,31,27/04/1995,Hull City,Centre-Back,€1.50m,https://img.a.transfermarkt.technology/portrait/header/167268-1741027527.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#15,John Egan,33,20/10/1992,Hull City,Centre-Back,€1.00m,https://img.a.transfermarkt.technology/portrait/header/121324-1700673210.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#6,Semi Ajayi,32,09/11/1993,Hull City,Centre-Back,€700k,https://img.a.transfermarkt.technology/portrait/header/251912-1707384080.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#3,Ryan Giles,26,26/01/2000,Hull City,Left-Back,€12.00m,https://img.a.transfermarkt.technology/portrait/header/504581-1639140648.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#16,Matty Jacob,25,03/06/2001,Hull City,Left-Back,€400k,https://img.a.transfermarkt.technology/portrait/header/729940-1738999404.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#18,Cody Drameh,24,08/12/2001,Hull City,Right-Back,€3.00m,https://img.a.transfermarkt.technology/portrait/header/531957-1782247650.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#2,Lewie Coyle,30,15/10/1995,Hull City,Right-Back,€1.20m,https://img.a.transfermarkt.technology/portrait/header/413402-1680276123.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#27,Regan Slater,26,11/09/1999,Hull City,Defensive Midfield,€5.50m,https://img.a.transfermarkt.technology/portrait/header/473080-1643280542.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#24,Darko Gyabi,22,18/02/2004,Hull City,Central Midfield,€2.00m,https://img.a.transfermarkt.technology/portrait/header/663264-1656928941.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#8,Eliot Matazo,24,15/02/2002,Hull City,Central Midfield,€1.50m,https://img.a.transfermarkt.technology/portrait/header/535834-1706869303.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#25,Matt Crooks,32,20/01/1994,Hull City,Central Midfield,€700k,https://img.a.transfermarkt.technology/portrait/header/169416-1711315979.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#10,Abdülkadir Ömür,27,25/06/1999,Hull City,Right Midfield,€1.50m,https://img.a.transfermarkt.technology/portrait/header/271495-1757669130.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#26,Kieran Dowell,28,10/10/1997,Hull City,Attacking Midfield,€600k,https://img.a.transfermarkt.technology/portrait/header/258916-1774470557.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#7,Liam Millar,26,27/09/1999,Hull City,Left Winger,€3.00m,https://img.a.transfermarkt.technology/portrait/header/487417-1738999688.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#10,Mohamed Belloumi,24,01/06/2002,Hull City,Right Winger,€6.00m,https://img.a.transfermarkt.technology/portrait/header/857079-1728290618.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#17,Abu Kamara,22,21/07/2003,Hull City,Right Winger,€2.50m,https://img.a.transfermarkt.technology/portrait/header/696764-1702280704.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#11,David Akintola,30,13/01/1996,Hull City,Right Winger,€1.00m,https://img.a.transfermarkt.technology/portrait/header/353775-1729515266.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#22,Kyle Joseph,24,10/09/2001,Hull City,Centre-Forward,€6.00m,https://img.a.transfermarkt.technology/portrait/header/647395-1739000159.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#9,Oli McBurnie,30,04/06/1996,Hull City,Centre-Forward,€5.00m,https://img.a.transfermarkt.technology/portrait/header/298477-1700672702.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#48,Mason Burstow,22,04/08/2003,Hull City,Centre-Forward,€2.80m,https://img.a.transfermarkt.technology/portrait/header/874080-1754391340.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
#39,Enis Destan,24,15/06/2002,Hull City,Centre-Forward,€2.00m,https://img.a.transfermarkt.technology/portrait/header/699980-1723801235.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,Premier League
